,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
268,LP001883,0,0,0,1,0,8.136810863675537,0.0,4.90527477843843,360.0,1.0,0,0
269,LP001884,0,0,1,1,0,7.964155718840937,7.353081920515432,4.499809670330265,360.0,1.0,2,1
270,LP001888,0,0,0,1,0,8.082402253926244,0.0,3.4011973816621555,360.0,1.0,2,1
271,LP001891,1,1,0,1,0,9.318835968129482,0.0,4.912654885736052,360.0,1.0,2,1
272,LP001892,1,0,0,1,0,7.949091499830517,7.527255919373784,4.836281906951478,360.0,1.0,0,1
273,LP001894,1,1,0,1,0,7.8709295967551425,7.707062655370473,5.0106352940962555,360.0,1.0,1,1
274,LP001896,1,1,2,1,0,8.268731832117737,0.0,4.499809670330265,360.0,1.0,1,1
275,LP001900,1,1,1,1,0,7.919356190660617,7.519149957669823,4.74493212836325,360.0,1.0,1,1
276,LP001903,1,1,0,1,0,8.292298107063221,8.094073148069352,5.332718793265369,360.0,1.0,1,1
277,LP001904,1,1,0,1,0,8.04012466444838,7.170888478512505,4.382026634673881,360.0,1.0,2,1
278,LP001907,1,1,0,1,0,9.587611745713565,0.0,6.077642243349034,360.0,1.0,1,1
279,LP001908,0,1,0,0,0,8.318742252692399,0.0,4.820281565605037,360.0,1.0,0,1
280,LP001910,1,0,1,0,1,8.307212626628308,7.794411205726601,5.062595033026967,360.0,0.0,2,0
281,LP001914,1,1,0,1,0,8.27563105457801,6.68586094706836,4.718498871295094,360.0,1.0,1,1
282,LP001915,1,1,2,1,0,7.741099090035366,6.894467372292008,4.356708826689592,180.0,1.0,2,1
283,LP001917,0,0,0,1,0,7.501634457883413,7.418780882750794,3.9889840465642745,360.0,1.0,2,1
284,LP001922,1,1,0,1,0,9.936293504261306,0.0,4.852030263919617,360.0,1.0,0,0
285,LP001924,1,0,0,1,0,8.057694194815587,8.024207485778577,4.48863636973214,360.0,1.0,0,1
286,LP001925,0,0,0,1,1,7.8632667240095735,7.4489161025442,4.59511985013459,300.0,1.0,1,0
287,LP001926,1,1,0,1,0,8.21716859576607,7.601402334583733,4.787491742782046,360.0,1.0,0,1
288,LP001931,0,0,0,1,0,8.32457884513685,0.0,4.74493212836325,360.0,1.0,1,1
289,LP001935,1,0,0,1,0,9.159888828480085,0.0,5.231108616854587,360.0,1.0,0,1
290,LP001936,1,1,0,1,0,8.031060180240619,7.790282380703483,4.9344739331306915,360.0,1.0,0,1
291,LP001938,1,1,2,1,0,8.389359819906353,0.0,4.844187086458591,360.0,0.0,1,0
292,LP001940,1,1,2,1,0,8.056109659545061,7.353081920515432,4.897839799950911,360.0,1.0,2,1
293,LP001945,0,0,2,1,0,8.597297435657898,0.0,4.962844630259907,480.0,0.0,2,0
294,LP001947,1,1,0,1,0,7.776115477098742,8.112227958349724,5.147494476813453,360.0,1.0,1,1
295,LP001949,1,1,3,1,0,8.392989587956931,7.1316985104669115,4.700480365792417,360.0,1.0,2,1
296,LP001953,1,1,1,1,0,8.835646922534773,0.0,5.298317366548036,360.0,1.0,1,1
297,LP001954,0,1,1,1,0,8.448057452581375,0.0,4.90527477843843,360.0,1.0,2,1
298,LP001955,0,0,0,1,0,8.517193191416238,7.8407064517494,5.017279836814924,480.0,1.0,0,0
299,LP001963,1,1,1,1,0,7.607878073278507,7.98139158158007,4.727387818712341,360.0,1.0,2,0
300,LP001964,1,1,0,0,0,7.495541943884256,7.984462732262196,4.532599493153256,360.0,0.0,2,0
301,LP001972,1,1,0,0,0,7.963807953231451,7.467942332285852,4.653960350157523,360.0,1.0,1,1
302,LP001974,0,0,0,1,0,8.517193191416238,0.0,4.882801922586371,360.0,1.0,0,1
303,LP001977,1,1,1,1,0,7.393263094763838,7.4977617006225685,4.564348191467836,360.0,1.0,2,1
304,LP001978,1,0,0,1,0,8.294049640102028,7.824445930877619,4.941642422609304,360.0,1.0,0,1
305,LP001990,1,0,0,0,0,7.600902459542082,0.0,4.852030263919617,360.0,1.0,2,0
306,LP001993,0,0,0,1,0,8.232706009860976,7.418780882750794,4.90527477843843,360.0,1.0,0,1
307,LP001994,0,0,0,1,0,7.783224016336037,7.530479995245536,4.6443908991413725,360.0,0.0,2,0
308,LP001996,1,0,0,1,0,9.915070213779195,0.0,6.173786103901937,360.0,1.0,0,0
309,LP001998,1,1,2,0,0,8.944680683558895,0.0,5.220355825078324,360.0,1.0,0,1
310,LP002002,0,0,0,1,0,7.978310969867722,0.0,4.430816798843313,360.0,1.0,1,1
311,LP002004,1,0,0,0,0,7.9817332866918855,7.785720896534624,4.709530201312334,360.0,1.0,1,1
312,LP002006,0,0,0,1,0,7.826842098158293,0.0,4.02535169073515,360.0,1.0,0,1
313,LP002008,1,1,2,1,1,8.656259239539235,0.0,4.969813299576001,84.0,1.0,0,1
314,LP002024,1,1,0,1,0,7.813187267521416,7.519692404116539,5.0689042022202315,360.0,1.0,0,0
315,LP002031,1,1,1,0,0,8.131236549696116,7.403061091090091,4.709530201312334,180.0,1.0,2,1
316,LP002035,1,1,2,1,0,8.220672170297252,0.0,4.787491742782046,360.0,1.0,1,1
317,LP002036,1,1,0,1,0,7.629489916393995,7.666221925662725,4.477336814478207,360.0,1.0,2,1
318,LP002043,0,0,1,1,0,8.172164452111904,0.0,4.718498871295094,360.0,1.0,1,1
319,LP002050,1,1,1,1,1,9.210340371976184,0.0,5.043425116919247,360.0,1.0,0,0
320,LP002051,1,1,0,1,0,7.783224016336037,7.681560362559537,4.74493212836325,360.0,1.0,1,1
321,LP002053,1,1,3,1,0,8.376090350438238,5.247024072160486,4.820281565605037,360.0,1.0,1,1
322,LP002054,1,1,2,0,0,8.188966863648876,7.372118028337787,4.852030263919617,360.0,1.0,0,1
323,LP002055,0,0,0,1,0,8.060224240440958,8.001689978099135,4.882801922586371,360.0,1.0,0,1
324,LP002065,1,1,3,1,0,9.615805480084347,0.0,5.703782474656201,360.0,1.0,0,1
325,LP002067,1,1,1,1,1,9.067162602299854,8.51398806046729,5.929589143389895,360.0,0.0,0,0
326,LP002068,1,0,0,1,0,8.50045386741194,0.0,4.867534450455582,360.0,0.0,0,1
327,LP002082,1,1,0,1,1,8.668711839055147,7.6783263565068856,5.214935757608986,360.0,1.0,1,1
328,LP002086,0,1,0,1,0,8.374015421739909,7.804659297056102,4.700480365792417,360.0,1.0,2,0
329,LP002087,0,0,0,1,0,7.824046010856292,0.0,4.204692619390966,360.0,1.0,2,1
330,LP002097,1,0,1,1,0,8.385716828627851,7.492203042618741,4.762173934797756,360.0,1.0,2,1
331,LP002098,1,0,0,1,0,7.984462732262196,0.0,4.584967478670572,360.0,1.0,1,1
332,LP002100,1,0,0,1,0,7.949091499830517,0.0,4.2626798770413155,360.0,1.0,2,1
333,LP002101,1,1,0,1,0,11.05622495553552,0.0,6.194405391104672,180.0,1.0,2,1
334,LP002103,1,1,1,1,1,9.193499354780156,7.51425465281641,5.204006687076795,180.0,1.0,2,1
335,LP002106,1,1,1,1,1,8.613048677059759,8.409830673087738,4.248495242049359,360.0,1.0,1,1
336,LP002110,1,1,1,1,1,8.565983355585669,6.535241271013659,5.075173815233827,360.0,1.0,0,1
337,LP002112,1,1,2,1,1,7.824046010856292,8.434028950155469,5.170483995038151,360.0,1.0,0,1
338,LP002113,0,0,3,0,0,7.512071245835466,0.0,4.852030263919617,360.0,0.0,2,0
339,LP002114,0,0,0,1,0,8.333270353255308,0.0,4.2626798770413155,360.0,1.0,1,1
340,LP002115,1,1,3,0,0,7.881182202227102,7.370230641807081,5.153291594497779,360.0,1.0,0,0
341,LP002116,0,0,0,1,0,7.774015077250727,0.0,3.828641396489095,360.0,1.0,0,0
342,LP002119,1,1,1,0,0,8.423761246623686,7.114769448366463,5.062595033026967,360.0,1.0,2,1
343,LP002126,1,1,3,0,0,8.062432791583195,0.0,4.30406509320417,360.0,1.0,1,1
344,LP002128,1,1,2,1,0,7.8567067930958405,7.754052639035757,4.8283137373023015,360.0,1.0,0,1
345,LP002129,1,1,0,1,0,7.823645930834952,7.807510042216193,5.075173815233827,360.0,1.0,1,1
346,LP002130,1,1,0,0,0,8.167068178341237,8.080546965824498,5.0238805208462765,360.0,0.0,0,0
347,LP002131,1,1,2,0,0,8.03365842788615,7.682021510826875,4.836281906951478,360.0,1.0,2,1
348,LP002137,1,1,0,1,0,8.753529336516431,8.430327258394575,5.556828061699537,360.0,1.0,1,1
349,LP002138,1,1,0,1,0,7.872836175025724,8.740496729931813,5.231108616854587,360.0,1.0,0,1
350,LP002139,1,1,0,1,0,9.114159813502214,0.0,5.429345628954441,360.0,1.0,1,1
351,LP002140,1,0,0,1,0,9.07680897935166,8.335191583433202,5.730099782973574,360.0,1.0,0,0
352,LP002141,1,1,3,1,0,7.888334500738654,7.642044402873258,4.553876891600541,360.0,1.0,0,1
353,LP002142,0,1,0,1,1,8.612503371220562,0.0,4.653960350157523,360.0,0.0,0,0
354,LP002143,0,1,0,1,0,7.792761720816526,6.226536669287466,4.867534450455582,360.0,1.0,1,1
355,LP002144,0,0,0,1,0,8.246171559857563,0.0,4.7535901911063645,180.0,1.0,2,1
356,LP002149,1,1,2,1,0,9.027978814382207,8.060855752934316,5.10594547390058,360.0,1.0,0,1
357,LP002151,1,1,1,1,0,8.262300941787448,0.0,4.204692619390966,360.0,1.0,2,0
358,LP002158,1,1,0,0,0,8.006367567650246,7.418780882750794,4.605170185988092,480.0,0.0,2,0
359,LP002160,1,1,3,1,0,8.550047528287184,8.060855752934316,5.298317366548036,360.0,1.0,1,1
360,LP002161,0,0,1,1,0,8.460199469896118,0.0,4.394449154672439,360.0,1.0,1,0
361,LP002170,1,1,2,1,0,8.517193191416238,8.207401833376355,5.4638318050256105,360.0,1.0,1,1
362,LP002175,1,1,0,1,0,8.465899897028686,7.755338812846501,4.867534450455582,360.0,1.0,2,1
363,LP002178,1,1,0,1,0,8.0106915391303,8.017637159908478,4.553876891600541,300.0,1.0,2,1
364,LP002180,1,0,0,1,1,8.82790796297859,0.0,4.948759890378168,360.0,1.0,0,1
365,LP002181,1,0,0,0,0,8.734881892047483,0.0,4.890349128221754,360.0,1.0,0,0
366,LP002187,1,0,0,1,0,7.824046010856292,0.0,4.564348191467836,480.0,1.0,1,0
367,LP002188,1,0,0,1,0,8.541690663016626,0.0,4.820281565605037,360.0,0.0,0,0
368,LP002190,1,1,1,1,0,8.752265313595721,0.0,5.1647859739235145,360.0,1.0,1,1
369,LP002191,1,1,0,1,0,9.889895599016661,8.569216219483389,6.345636360828596,360.0,1.0,0,0
370,LP002194,0,0,0,1,1,9.665166909622071,0.0,4.007333185232471,360.0,1.0,1,1
371,LP002197,1,1,2,1,0,8.553525120663627,0.0,5.043425116919247,360.0,1.0,1,1
372,LP002201,1,1,2,1,1,9.140239744296693,8.971321471503682,5.940171252720432,300.0,1.0,0,1
373,LP002205,1,0,1,1,0,8.026823576217629,7.59488438721652,4.709530201312334,180.0,0.0,2,0
374,LP002209,0,0,0,1,0,7.92443418488756,7.286191714702382,4.700480365792417,360.0,1.0,2,1
375,LP002211,1,1,0,1,0,8.479906606630221,6.828712071641684,4.787491742782046,180.0,1.0,2,1
376,LP002219,1,1,3,1,0,9.07680897935166,8.516593011344206,4.867534450455582,360.0,1.0,0,1
377,LP002223,1,1,0,1,0,8.368693183097793,0.0,4.867534450455582,360.0,1.0,1,1
378,LP002224,1,0,0,1,0,8.029107054619736,0.0,4.2626798770413155,480.0,1.0,2,0
379,LP002225,1,1,2,1,0,8.592486175451668,0.0,4.867534450455582,360.0,1.0,2,1
380,LP002226,1,1,0,1,0,8.11162807830774,7.824445930877619,4.852030263919617,360.0,1.0,1,1
381,LP002229,1,0,0,1,0,8.689632748355741,8.350666240520924,5.69035945432406,360.0,1.0,1,1
382,LP002231,0,0,0,1,0,8.699514748210191,0.0,5.049856007249537,360.0,1.0,2,1
383,LP002234,1,0,0,1,1,8.877242435993919,0.0,4.852030263919617,360.0,1.0,2,1
384,LP002236,1,1,2,1,0,8.42639282708974,0.0,4.605170185988092,360.0,1.0,2,0
385,LP002237,1,0,1,1,0,8.207129168071326,0.0,4.727387818712341,180.0,1.0,2,1
386,LP002239,1,0,0,0,0,7.76046702921342,7.3783837129967145,4.882801922586371,360.0,1.0,1,1
387,LP002243,1,1,0,0,0,8.009695357742922,8.051022208190679,4.852030263919617,360.0,0.0,2,0
388,LP002244,1,1,0,1,0,7.75491027202143,7.790696031174738,4.912654885736052,360.0,1.0,2,1
389,LP002250,1,1,0,1,0,8.610319169405722,0.0,4.8283137373023015,360.0,1.0,0,1
390,LP002255,1,0,3,1,0,9.123365357961776,0.0,5.220355825078324,360.0,1.0,0,1
391,LP002262,1,1,3,1,0,9.159468041602427,0.0,5.616771097666572,360.0,1.0,0,1
392,LP002263,1,1,0,1,0,7.8567067930958405,7.65728279297819,4.787491742782046,360.0,1.0,2,1
393,LP002265,1,1,2,0,0,7.597396320212795,7.3938782901077555,4.727387818712341,180.0,1.0,1,1
394,LP002266,1,1,2,1,0,8.039157390473237,7.244941546337007,4.727387818712341,360.0,1.0,2,1
395,LP002272,1,1,2,1,0,8.09437844497296,6.184148890937483,4.90527477843843,360.0,1.0,1,1
396,LP002277,0,0,0,1,0,8.064636475774222,0.0,4.2626798770413155,360.0,0.0,2,0
397,LP002281,1,1,0,1,0,8.017307507688582,7.286191714702382,4.553876891600541,360.0,1.0,2,1
398,LP002284,1,0,0,0,0,8.269244521183056,7.418780882750794,4.6913478822291435,360.0,1.0,0,1
399,LP002287,0,0,0,1,0,7.313220387090301,7.496097345175956,4.634728988229636,360.0,0.0,1,0
400,LP002288,1,1,2,0,0,7.968665700466235,0.0,3.8066624897703196,180.0,0.0,2,0
401,LP002296,1,0,0,0,0,7.9211727215870145,0.0,4.174387269895637,300.0,1.0,0,0
402,LP002297,1,0,0,1,0,7.824046010856292,9.90353755128617,4.634728988229636,360.0,1.0,1,1
403,LP002300,0,0,0,0,0,7.5822291942764615,0.0,3.970291913552122,360.0,1.0,1,1
404,LP002301,0,0,0,1,1,8.914760527397261,0.0,5.267858159063328,360.0,1.0,0,0
405,LP002305,0,0,0,1,0,8.42222295382501,0.0,4.74493212836325,360.0,1.0,1,1
406,LP002308,1,1,0,0,0,7.681099001536359,7.783640596221253,4.74493212836325,360.0,1.0,2,1
407,LP002314,0,0,0,0,0,7.70210434005105,0.0,4.189654742026425,360.0,1.0,0,1
408,LP002315,1,1,1,1,0,9.02401079378469,0.0,5.0238805208462765,300.0,0.0,1,0
409,LP002317,1,1,3,1,0,11.302204433654575,0.0,5.886104031450156,360.0,0.0,0,0
410,LP002318,0,0,1,0,1,8.260234291607297,0.0,4.127134385045092,360.0,1.0,1,0
411,LP002319,1,1,0,1,1,8.741296282225147,0.0,5.075173815233827,360.0,1.0,2,1
412,LP002328,1,1,0,0,0,8.715388097366482,0.0,5.384495062789089,360.0,0.0,0,0
413,LP002332,1,1,0,0,0,7.720017940432244,7.617759576608505,4.700480365792417,360.0,1.0,0,1
414,LP002335,0,1,0,0,0,7.67275789664251,8.08271113423758,5.181783550292085,360.0,0.0,1,0
415,LP002337,0,0,0,1,0,8.00469951054955,0.0,4.0943445622221,360.0,1.0,2,1
416,LP002341,0,0,1,1,0,7.8632667240095735,0.0,5.075173815233827,360.0,1.0,2,0
417,LP002342,1,1,2,1,1,7.3777589082278725,9.90353755128617,5.476463551931511,360.0,1.0,2,0
418,LP002345,1,1,0,1,0,6.932447891572509,7.928045600874777,4.718498871295094,360.0,1.0,0,1
419,LP002347,1,1,0,1,0,8.085178748074537,7.257002707092073,4.927253685157205,360.0,1.0,1,1
420,LP002348,1,1,0,1,0,8.67060073804555,0.0,4.927253685157205,360.0,1.0,0,1
421,LP002357,0,0,0,0,0,7.908387159290043,0.0,4.382026634673881,360.0,0.0,2,0
422,LP002361,1,1,0,1,0,7.506591780070841,7.450079569807499,4.605170185988092,360.0,1.0,2,1
423,LP002362,1,1,1,1,0,8.88875674784872,7.419380582918692,4.700480365792417,360.0,0.0,2,0
424,LP002364,1,1,0,1,0,9.607773308387083,0.0,4.564348191467836,360.0,1.0,1,1
425,LP002366,1,1,0,1,0,7.888334500738654,8.366602832783736,4.795790545596741,360.0,1.0,0,1
426,LP002367,0,0,1,0,0,8.43511508038063,0.0,4.394449154672439,360.0,1.0,0,0
427,LP002368,1,1,2,1,0,8.688622307043769,0.0,4.890349128221754,360.0,1.0,1,1
428,LP002369,1,1,0,1,0,7.979338895262328,2.8402474197790153,4.465908118654584,360.0,1.0,0,1
429,LP002370,1,0,0,0,0,7.907283609426348,0.0,4.0943445622221,180.0,1.0,2,1
430,LP002377,0,0,1,1,1,9.06230429314878,0.0,5.0106352940962555,360.0,1.0,1,1
431,LP002379,1,0,0,1,0,8.779557455883728,0.0,4.653960350157523,360.0,0.0,0,0
432,LP002386,1,0,0,1,0,9.463120392418698,0.0,6.003887067106539,360.0,1.0,1,1
433,LP002387,1,1,0,1,0,7.793586803371584,7.75833346749091,4.962844630259907,360.0,1.0,1,1
434,LP002390,1,0,0,1,0,8.229511118964457,0.0,4.605170185988092,360.0,1.0,2,1
435,LP002393,0,0,0,1,0,9.215029361462314,0.0,4.852030263919617,240.0,1.0,1,1
436,LP002398,1,0,0,1,0,7.563200592358071,7.524021415206125,3.912023005428146,360.0,1.0,1,1
437,LP002401,1,1,0,1,0,7.70210434005105,7.026426808699636,4.852030263919617,360.0,1.0,2,1
438,LP002403,1,0,0,1,1,9.251098364448351,0.0,5.231108616854587,360.0,0.0,2,0
439,LP002407,0,1,0,0,1,8.873748128154395,0.0,4.927253685157205,360.0,1.0,0,1
440,LP002408,1,0,0,1,0,8.205218426395412,8.530109416682784,5.231108616854587,360.0,1.0,1,1
441,LP002409,1,1,0,1,0,8.974744612722734,7.51425465281641,5.19295685089021,360.0,1.0,0,1
442,LP002418,1,0,3,0,0,8.456806041401142,7.597897950521784,4.997212273764115,360.0,1.0,1,1
443,LP002422,1,0,1,1,0,10.537919225261291,0.0,5.0238805208462765,360.0,1.0,1,1
444,LP002424,1,1,0,1,0,8.9001399880938,9.0280988119824,5.1647859739235145,300.0,1.0,0,1
445,LP002429,1,1,1,1,1,8.150756470275551,7.099201743553092,4.867534450455582,360.0,1.0,0,1
446,LP002434,1,1,2,0,0,8.445052513638554,0.0,4.700480365792417,360.0,1.0,0,1
447,LP002435,1,1,0,1,0,8.171599480345463,7.227662498728655,4.007333185232471,360.0,1.0,0,0
448,LP002443,1,1,2,1,0,8.113726085970747,7.444833273892193,5.0106352940962555,360.0,0.0,0,0
449,LP002444,1,0,1,0,1,7.926241523170962,7.341483852363161,5.247024072160486,360.0,1.0,1,0
450,LP002446,1,1,2,0,0,7.744569809354496,7.135687347028144,4.8283137373023015,360.0,0.0,0,0
451,LP002447,1,1,2,0,0,7.579678823090456,7.284134806195205,4.0943445622221,300.0,1.0,2,1
452,LP002448,1,1,0,1,0,8.280964400553373,7.458186157340487,5.003946305945459,360.0,0.0,0,0
453,LP002449,1,1,0,1,0,7.817222785508166,7.810758116529357,4.499809670330265,180.0,0.0,0,1
454,LP002453,1,0,0,1,1,8.865735152124781,0.0,4.430816798843313,360.0,1.0,1,1
455,LP002455,1,1,2,1,0,8.258163361537619,0.0,4.564348191467836,360.0,1.0,1,1
456,LP002459,1,1,0,1,0,8.366602832783736,0.0,4.770684624465665,360.0,1.0,2,1
457,LP002467,1,1,0,1,0,8.218247926685745,7.851661177889265,5.153291594497779,360.0,1.0,2,0
458,LP002472,1,0,2,1,0,8.378850241794492,0.0,4.912654885736052,360.0,1.0,0,1
459,LP002473,1,1,0,1,0,9.0280988119824,0.0,5.075173815233827,360.0,1.0,1,0
460,LP002478,1,1,0,1,1,7.641564441260972,8.314832179284556,5.075173815233827,360.0,1.0,1,1
461,LP002484,1,1,3,1,0,8.954156966583772,0.0,4.852030263919617,180.0,1.0,2,1
462,LP002487,1,1,0,1,0,8.011355109161286,7.691200097522863,5.030437921392435,360.0,1.0,0,1
463,LP002489,0,0,1,0,0,8.55468163582723,0.0,4.882801922586371,360.0,1.0,1,1
464,LP002493,1,0,0,1,0,8.334711621820917,0.0,4.584967478670572,360.0,0.0,1,0
465,LP002494,1,0,0,1,0,8.699514748210191,0.0,4.941642422609304,360.0,1.0,0,1
466,LP002500,1,1,3,0,0,7.988542982737695,7.417580402414544,4.248495242049359,180.0,0.0,2,0
467,LP002501,1,1,0,1,0,9.722684841711443,0.0,4.700480365792417,360.0,1.0,1,1
468,LP002502,0,1,2,0,0,5.3471075307174685,7.978653729082731,4.584967478670572,360.0,1.0,1,1
469,LP002505,1,1,0,1,0,8.374015421739909,7.804659297056102,4.700480365792417,360.0,1.0,2,0
470,LP002515,1,1,1,1,1,8.146129510025405,7.640123172695364,5.087596335232384,360.0,1.0,1,1
471,LP002517,1,1,1,0,0,7.88344635413774,7.313886831633462,4.727387818712341,180.0,0.0,0,0
472,LP002519,1,1,3,1,0,8.453401058328458,0.0,4.605170185988092,360.0,1.0,1,1
473,LP002522,0,0,0,1,1,7.824046010856292,0.0,4.532599493153256,360.0,1.0,2,1
474,LP002524,1,0,2,1,0,8.61830469278465,8.444407421690585,5.087596335232384,360.0,1.0,0,1
475,LP002527,1,1,2,1,1,9.712629664719888,6.922643891475888,5.0106352940962555,360.0,1.0,0,1
476,LP002529,1,1,2,1,0,8.809862805379057,7.467942332285852,5.438079308923196,300.0,1.0,1,1
477,LP002530,1,1,2,1,0,7.96311205897929,7.5352967024440884,4.882801922586371,360.0,0.0,1,0
478,LP002531,1,1,1,1,1,9.721185995542177,7.719129840906732,4.454347296253507,360.0,1.0,1,1
479,LP002533,1,1,2,1,0,7.988542982737695,7.38025578842646,4.852030263919617,360.0,1.0,2,0
480,LP002534,0,0,0,0,0,8.37793112408273,0.0,5.0369526024136295,360.0,1.0,0,1
481,LP002536,1,1,3,0,0,8.037543185118697,0.0,4.727387818712341,360.0,1.0,0,1
482,LP002537,1,1,0,1,0,7.641564441260972,8.055475141757274,4.852030263919617,360.0,1.0,1,1
483,LP002541,1,1,0,1,0,9.290352309945568,0.0,5.455321115357702,360.0,1.0,1,1
484,LP002543,1,1,2,1,0,9.027978814382207,0.0,5.5053315359323625,360.0,1.0,1,1
485,LP002544,1,1,1,0,0,7.579678823090456,7.798523053625206,4.875197323201151,360.0,1.0,0,1
486,LP002545,1,0,2,1,0,8.173857454773621,0.0,4.382026634673881,360.0,0.0,0,0
487,LP002547,1,1,1,1,0,9.816457993563025,0.0,6.214608098422191,360.0,1.0,2,0
488,LP002555,1,1,2,1,1,8.430109084509125,7.642044402873258,5.075173815233827,360.0,1.0,1,1
489,LP002556,1,0,0,1,0,7.79770203551669,0.0,4.31748811353631,360.0,1.0,2,0
490,LP002560,1,0,0,0,0,7.900636613018005,7.932362154339751,4.564348191467836,360.0,1.0,1,1
491,LP002562,1,1,1,0,0,8.581669210600602,7.0317412587631285,5.225746673713202,360.0,1.0,2,1
492,LP002571,1,0,0,0,0,8.213652703029998,0.0,4.700480365792417,360.0,1.0,0,1
493,LP002582,0,0,0,0,1,9.756320761816548,0.0,5.41610040220442,360.0,1.0,1,1
494,LP002585,1,1,0,1,0,8.187855443695623,7.67693714581808,4.77912349311153,360.0,0.0,0,0
495,LP002586,0,1,1,1,0,8.109525659752872,6.81783057145415,4.653960350157523,84.0,1.0,1,1
496,LP002587,1,1,0,0,0,7.8632667240095735,7.438971592395862,4.672828834461906,360.0,1.0,0,1
497,LP002588,1,1,0,1,0,8.439231649946526,7.957877358489813,4.709530201312334,12.0,1.0,2,1
498,LP002600,1,1,1,1,1,7.970740390007095,0.0,4.553876891600541,360.0,1.0,1,1
499,LP002602,1,0,0,1,0,8.745602852402946,8.393216011596527,5.342334251964811,360.0,0.0,0,0
500,LP002603,0,0,0,1,0,6.4692503167957724,8.211754397375197,4.727387818712341,480.0,1.0,0,1
501,LP002606,0,0,0,1,0,8.058010800802085,0.0,4.605170185988092,360.0,1.0,1,1
502,LP002615,1,1,2,1,0,8.489821994620105,8.63497622707262,5.337538079701318,360.0,1.0,1,1
503,LP002618,1,1,1,0,0,8.306472160100585,8.57602797713713,4.927253685157205,360.0,1.0,0,0
504,LP002619,1,1,0,0,0,8.246433786160365,7.302496423727326,4.820281565605037,300.0,1.0,1,1
505,LP002622,1,1,2,1,0,8.163371316459912,8.393216011596527,5.493061443340548,360.0,1.0,0,1
506,LP002624,1,1,0,1,0,9.944293546928382,8.805075243870684,6.173786103901937,360.0,1.0,2,1
507,LP002625,1,0,0,1,0,8.183955717304954,0.0,4.564348191467836,360.0,1.0,2,0
508,LP002626,1,1,0,1,1,7.8156105320351905,8.01102337918644,5.236441962829949,360.0,1.0,2,1
509,LP002634,0,0,1,1,0,9.492658081928813,0.0,3.6888794541139363,360.0,1.0,2,1
510,LP002637,1,0,0,0,0,8.188133414510478,7.160845906664299,4.605170185988092,360.0,1.0,0,0
511,LP002640,1,1,1,1,0,8.71028982137815,7.60339933974067,5.521460917862246,360.0,1.0,1,1
512,LP002643,1,1,2,1,0,8.096512917501594,7.618742377670413,4.997212273764115,360.0,1.0,2,1
513,LP002648,1,1,0,1,0,7.6638772587034705,8.80492526261806,4.248495242049359,180.0,1.0,1,0
514,LP002652,1,0,0,1,0,8.668196064952765,8.207129168071326,5.739792912179234,360.0,1.0,0,0
515,LP002659,1,1,3,1,0,8.150756470275551,8.14002395246292,5.0106352940962555,360.0,1.0,0,1
516,LP002670,0,1,2,1,0,7.616283561580385,7.398174092970465,4.727387818712341,480.0,1.0,1,1
517,LP002682,1,1,2,0,0,8.03073492409854,7.496097345175956,4.812184355372417,360.0,0.0,1,0
518,LP002683,1,0,0,1,0,8.451694209183541,7.557994958530806,5.220355825078324,360.0,1.0,1,0
519,LP002684,0,0,0,0,0,8.131530710604252,0.0,4.553876891600541,360.0,1.0,0,0
520,LP002689,1,1,2,0,0,7.692569648067906,7.463363045520021,3.8066624897703196,360.0,1.0,1,1
521,LP002690,1,0,0,1,0,7.824046010856292,0.0,4.007333185232471,360.0,1.0,1,1
522,LP002692,1,1,3,1,1,8.644178203170727,7.261927092702751,4.605170185988092,360.0,1.0,0,1
523,LP002693,1,1,2,1,1,8.980675603671708,8.877242435993919,6.173786103901937,360.0,1.0,0,1
524,LP002697,1,0,0,1,0,8.451053388911692,7.643961949002529,4.852030263919617,360.0,1.0,1,0
525,LP002699,1,1,2,1,1,9.769956159911606,0.0,5.991464547107982,360.0,1.0,0,1
526,LP002705,1,1,0,1,0,8.236155661683124,0.0,4.700480365792417,360.0,1.0,1,1
527,LP002706,1,1,1,0,0,8.572627898304338,7.266128779556451,5.081404364984463,360.0,0.0,1,1
528,LP002714,1,0,1,0,0,7.893198869544609,7.172424577124845,4.543294782270004,360.0,1.0,1,1
529,LP002716,1,0,0,0,0,8.82217476094608,0.0,4.867534450455582,360.0,1.0,1,1
530,LP002717,1,1,0,1,0,6.932447891572509,8.612685172875459,5.375278407684165,360.0,1.0,0,1
531,LP002720,1,1,3,1,0,8.361941906144946,0.0,4.605170185988092,360.0,1.0,2,1
532,LP002723,1,0,2,1,0,8.185350223178686,0.0,4.700480365792417,360.0,0.0,0,0
533,LP002729,1,0,1,1,0,9.328123407632566,0.0,5.278114659230517,360.0,1.0,1,0
534,LP002731,0,0,0,0,1,9.807251944655302,0.0,4.8283137373023015,360.0,1.0,2,1
535,LP002732,1,0,0,0,1,7.843848638152472,7.622174594817622,4.836281906951478,360.0,1.0,0,1
536,LP002734,1,1,0,1,0,8.721439305625983,8.27052509505507,5.780743515792329,360.0,1.0,2,1
537,LP002738,1,0,2,1,0,8.193400231952097,0.0,4.672828834461906,360.0,1.0,1,1
